Year,MO,DY,T,H,P,
1983,1,4,10.27,5.98,0.01,
1983,1,5,12.57,6.84,0.02,
1983,1,6,10.65,6.35,0.03,
1983,1,7,9.75,5.8,0.01,
1983,1,8,9.22,5.07,0.02,
1983,1,9,7.16,5.37,0,
1983,1,10,9.38,6.41,0,
1983,1,11,9.71,6.16,0.07,
1983,1,12,10.65,5.19,0.04,
1983,1,13,12.33,5.07,0.02,
1983,1,14,8.62,5.25,0.04,
1983,1,15,11.68,5.55,4.15,
1983,1,16,9.31,6.71,4.71,
1983,1,17,8.42,6.29,7.87,
1983,1,18,8.64,6.53,29.32,
1983,1,19,6.28,5,1.54,
1983,1,20,4.51,4.09,0.11,
1983,1,21,4.19,4.46,13.76,
1983,1,22,7.1,6.16,18.93,
1983,1,23,9.07,6.41,26.62,
1983,1,24,8.39,6.41,28.28,
1983,1,25,8.49,6.16,7.96,
1983,1,26,9.8,6.84,59.5,
1983,1,27,8.98,6.35,4.5,
1983,1,28,7.92,5.92,4.76,
1983,1,29,7.71,6.1,11.13,
1983,1,30,7.67,5.37,3.02,
1983,1,31,8.36,4.94,0.03,
1983,2,1,7.07,4.58,0.12,
1983,2,2,5.95,5,0.04,
1983,2,3,6.94,4.58,0.13,
1983,2,4,5.95,4.76,6.57,
1983,2,5,6.29,5.62,15.38,
1983,2,6,7.12,6.16,37.07,
1983,2,7,8.56,6.77,26.31,
1983,2,8,9.36,7.08,11.24,
1983,2,9,9.34,7.08,12.87,
1983,2,10,9.76,7.08,3.96,
1983,2,11,11.51,7.26,0.93,
1983,2,12,10.65,7.69,37.56,
1983,2,13,9.17,6.35,12.34,
1983,2,14,10.4,5.55,0.56,
1983,2,15,9.82,6.41,4.74,
1983,2,16,10.9,6.96,1.02,
1983,2,17,10.38,7.02,0.78,
1983,2,18,10.94,7.02,15.99,
1983,2,19,10.29,5.43,0,
1983,2,20,10.37,5.37,0.16,
1983,2,21,10.96,5.92,2.43,
1983,2,22,13.12,7.32,1.7,
1983,2,23,11.29,7.69,3.64,
1983,2,24,10.65,6.71,15.02,
1983,2,25,6.74,5.98,26.28,
1983,2,26,8.59,6.71,24.74,
1983,2,27,9.55,7.2,41.74,
1983,2,28,10.65,7.63,52.08,
1983,3,1,11.5,8.06,26.91,
1983,3,2,11.06,7.93,27.37,
1983,3,3,10.27,7.32,4.45,
1983,3,4,10.19,7.08,3.99,
1983,3,5,9.07,6.9,4.32,
1983,3,6,9.36,6.59,15.54,
1983,3,7,11.3,7.75,9.18,
1983,3,8,12.24,8.12,0.92,
1983,3,9,13.67,8.79,1.25,
1983,3,10,12.64,8.36,11.92,
1983,3,11,10.49,6.9,15.42,
1983,3,12,11.26,8,30.86,
1983,3,13,12.19,7.87,38.13,
1983,3,14,9.4,5.86,0.46,
1983,3,15,9.41,5.19,1.17,
1983,3,16,8.75,6.35,13.11,
1983,3,17,8.21,6.53,6.4,
1983,3,18,9.89,6.1,0.67,
1983,3,19,10.94,6.04,1,
1983,3,20,8.78,6.65,16.22,
1983,3,21,8.86,6.29,14.49,
1983,3,22,8.41,6.35,10,
1983,3,23,7.04,5.98,16.57,
1983,3,24,7.47,5.92,7.18,
1983,3,25,8.48,5.13,0.98,
1983,3,26,7.98,5.68,9.39,
1983,3,27,8.15,6.1,18.7,
1983,3,28,8.87,6.16,1.88,
1983,3,29,9.5,6.9,4.34,
1983,3,30,12.5,8.36,7.09,
1983,3,31,12.02,6.35,1.05,
1983,4,1,12.13,6.77,3.94,
1983,4,2,9.61,5.8,0.48,
1983,4,3,8.26,5.07,0.5,
1983,4,4,9.64,5.55,0.03,
1983,4,5,9.61,4.82,0.01,
1983,4,6,11.11,5.13,0,
1983,4,7,13,5.8,0.01,
1983,4,8,13.65,8.06,0.15,
1983,4,9,10.19,6.53,1.45,
1983,4,10,9.78,4.94,2.81,
1983,4,11,8.14,5.19,4.1,
1983,4,12,8.76,5.07,0.19,
1983,4,13,9.86,4.64,0.45,
1983,4,14,11.76,5.13,0.03,
1983,4,15,13.55,6.41,0.27,
1983,4,16,14.08,7.2,0,
1983,4,17,14.38,7.81,1.58,
1983,4,18,13.78,8.36,10.71,
1983,4,19,12.45,8,4.7,
1983,4,20,14.61,8.36,7.07,
1983,4,21,14.54,8.61,0.12,
1983,4,22,10.85,6.96,6.52,
1983,4,23,10.24,6.84,19.07,
1983,4,24,8.7,6.16,15.07,
1983,4,25,9.7,5.8,1.98,
1983,4,26,9.82,6.04,2.24,
1983,4,27,10.51,7.32,23.66,
1983,4,28,11.61,7.75,15.43,
1983,4,29,11.12,7.45,8.99,
1983,4,30,10.84,7.14,8.11,
1983,5,1,12.76,7.2,2.62,
1983,5,2,14.38,7.39,0,
1983,5,3,15.12,8.3,0.04,
1983,5,4,11.54,7.14,3.65,
1983,5,5,9.54,6.65,7.8,
1983,5,6,11,6.35,0.16,
1983,5,7,12.14,6.77,0.06,
1983,5,8,11.34,6.16,1.47,
1983,5,9,10.75,5.43,0.03,
1983,5,10,11.76,5.74,0.04,
1983,5,11,14.16,6.65,0,
1983,5,12,16.58,8.06,0,
1983,5,13,16.73,9.16,0,
1983,5,14,17.76,8.85,0,
1983,5,15,16.3,8.06,0,
1983,5,16,15,7.45,0,
1983,5,17,17.9,8.48,0,
1983,5,18,19.89,10.56,0,
1983,5,19,20.22,9.52,0,
1983,5,20,20.55,10.5,0,
1983,5,21,21.6,12.7,0,
1983,5,22,21.36,12.21,0,
1983,5,23,22.09,11.72,0,
1983,5,24,22.58,11.84,0,
1983,5,25,24.67,12.51,0,
1983,5,26,22.72,13.37,0,
1983,5,27,22.79,13.55,0,
1983,5,28,21.44,13.24,0.05,
1983,5,29,19.15,10.38,0.01,
1983,5,30,21.87,11.05,0.01,
1983,5,31,19.23,10.93,3.55,
1983,6,1,17.53,9.64,3.51,
1983,6,2,16.78,9.52,0.63,
1983,6,3,20,11.35,1.46,
1983,6,4,20.96,11.6,0.01,
1983,6,5,22.06,11.23,0,
1983,6,6,23.13,12.33,0.02,
1983,6,7,22.82,12.7,0.05,
1983,6,8,20.96,12.27,0.01,
1983,6,9,21.58,12.45,0.64,
1983,6,10,20.91,11.35,9.4,
1983,6,11,17.69,7.87,0.02,
1983,6,12,19.73,8.12,0,
1983,6,13,21.41,9.7,0.43,
1983,6,14,20.15,10.8,0.01,
1983,6,15,21.89,10.01,0,
1983,6,16,23.14,11.66,0,
1983,6,17,19.92,9.89,0,
1983,6,18,18.69,7.2,0,
1983,6,19,20.43,7.32,0,
1983,6,20,21.3,8.67,0.13,
1983,6,21,20.95,9.4,0,
1983,6,22,21.41,9.95,0,
1983,6,23,19.9,8.24,0,
1983,6,24,21.51,7.69,0,
1983,6,25,24.61,8.42,0,
1983,6,26,23.1,8.61,0,
1983,6,27,19.18,7.93,0.01,
1983,6,28,20.37,8.18,0,
1983,6,29,22.26,8.06,0,
1983,6,30,22.09,7.93,0.29,
1983,7,1,20.04,9.64,1.04,
1983,7,2,19.43,8,0.05,
1983,7,3,25.08,7.87,0,
1983,7,4,27.1,9.28,0,
1983,7,5,26.26,9.64,0,
1983,7,6,21.56,7.57,0,
1983,7,7,18.9,6.65,0.01,
1983,7,8,19.81,5.68,0,
1983,7,9,21.75,5.37,0,
1983,7,10,25.88,5.92,0,
1983,7,11,27.87,6.29,0,
1983,7,12,29.58,7.45,0,
1983,7,13,31.53,8.85,0,
1983,7,14,28.19,6.71,0,
1983,7,15,25.96,5.43,0,
1983,7,16,23.57,6.04,0,
1983,7,17,19.98,6.59,0,
1983,7,18,19.98,6.04,0,
1983,7,19,19.38,6.59,0.07,
1983,7,20,22.69,5.68,0,
1983,7,21,25.53,5.68,0.03,
1983,7,22,24.61,6.59,0,
1983,7,23,24.35,7.51,0,
1983,7,24,23.21,7.08,0,
1983,7,25,22.08,7.57,0,
1983,7,26,23.42,6.96,0,
1983,7,27,25.44,6.96,0,
1983,7,28,26.98,7.93,0,
1983,7,29,27.59,8,0,
1983,7,30,27.69,7.93,0,
1983,7,31,26.11,7.69,0,
1983,8,1,26.77,7.51,0,
1983,8,2,26.62,7.63,0.01,
1983,8,3,26.98,7.08,0,
1983,8,4,24.87,5.8,0,
1983,8,5,25.91,5.8,0,
1983,8,6,31.49,6.23,0.01,
1983,8,7,32.14,7.14,0.05,
1983,8,8,29.4,7.63,0,
1983,8,9,26.33,7.69,0.02,
1983,8,10,24.62,7.81,0,
1983,8,11,25.38,7.14,0,
1983,8,12,29.72,5.98,0.01,
1983,8,13,31.3,6.84,0.02,
1983,8,14,30.19,6.04,0.01,
1983,8,15,31.06,8.12,0.02,
1983,8,16,30.69,6.96,0,
1983,8,17,29.2,5.19,0,
1983,8,18,25.8,6.41,0.6,
1983,8,19,26.23,8.61,0.57,
1983,8,20,25.27,9.16,0.45,
1983,8,21,24.01,8.97,2.02,
1983,8,22,23.98,8,0.42,
1983,8,23,24.53,6.9,0,
1983,8,24,23.69,6.1,0,
1983,8,25,23.57,6.65,0.01,
1983,8,26,24.62,5.43,0,
1983,8,27,25.67,5.13,0,
1983,8,28,25.28,6.1,0,
1983,8,29,23.73,7.75,0,
1983,8,30,22.74,8.67,0.38,
1983,8,31,20.57,9.16,1.75,
1983,9,1,21.65,6.59,0.18,
1983,9,2,24.23,4.64,0,
1983,9,3,26.49,4.7,0,
1983,9,4,29.25,4.94,0,
1983,9,5,29.23,5.68,0.01,
1983,9,6,27.05,5.74,0,
1983,9,7,23.98,6.23,0,
1983,9,8,21.62,6.29,0,
1983,9,9,23.27,3.23,0,
1983,9,10,26.56,2.87,0,
1983,9,11,29.28,5,0,
1983,9,12,30.51,5,0,
1983,9,13,29.73,5.25,0,
1983,9,14,29.69,4.7,0,
1983,9,15,28.82,4.09,0,
1983,9,16,24.98,5.13,0,
1983,9,17,24.45,5.55,0,
1983,9,18,24.71,5.92,0,
1983,9,19,25.98,4.39,0,
1983,9,20,26.74,2.32,0,
1983,9,21,25.81,6.1,1.11,
1983,9,22,21.8,11.11,8.29,
1983,9,23,20.42,8.3,1.61,
1983,9,24,22.49,7.26,0.01,
1983,9,25,23.12,7.02,0.02,
1983,9,26,24.19,7.02,0.2,
1983,9,27,21.41,7.45,0.07,
1983,9,28,21.07,7.32,2.36,
1983,9,29,18.88,8,10.15,
1983,9,30,16.82,8.48,9.33,
1983,10,1,18.76,7.2,1.22,
1983,10,2,18.15,6.71,0.78,
1983,10,3,20.01,5.25,0,
1983,10,4,21.67,5.43,0,
1983,10,5,22.05,6.77,0,
1983,10,6,22.1,7.2,0,
1983,10,7,22.16,6.84,0,
1983,10,8,19.41,6.47,0.66,
1983,10,9,17.98,6.96,0.04,
1983,10,10,19.05,6.71,0,
1983,10,11,21.66,5.86,0,
1983,10,12,19.73,5.49,0.01,
1983,10,13,18.02,5.31,0,
1983,10,14,17.13,4.52,0,
1983,10,15,17.1,4.21,0,
1983,10,16,15.58,5,0.01,
1983,10,17,18.73,4.64,0,
1983,10,18,19.38,4.88,0,
1983,10,19,19.48,5.07,0,
1983,10,20,18.76,5.68,0,
1983,10,21,20.26,5.62,0,
1983,10,22,20.7,6.16,1.45,
1983,10,23,18.19,7.57,2.86,
1983,10,24,18.14,4.7,0.03,
1983,10,25,19.01,3.66,0,
1983,10,26,20.87,3.97,0,
1983,10,27,21.62,4.82,0,
1983,10,28,20.2,5.43,0.07,
1983,10,29,17.09,8.24,19.51,
1983,10,30,16.4,10.44,18.1,
1983,10,31,16.73,10.07,8.25,
1983,11,1,15.4,9.22,5.16,
1983,11,2,15.19,6.96,0.05,
1983,11,3,17.55,7.63,0.27,
1983,11,4,16.5,7.87,0.47,
1983,11,5,14.69,6.59,3.27,
1983,11,6,12.98,7.81,3.87,
1983,11,7,10.01,4.52,0.39,
1983,11,8,9.4,3.42,2.45,
1983,11,9,8.95,5.62,51.76,
1983,11,10,11.76,7.32,55.86,
1983,11,11,11.21,7.14,9.01,
1983,11,12,11.23,7.63,22.86,
1983,11,13,10.49,6.96,12.75,
1983,11,14,10.01,6.04,0.62,
1983,11,15,11.15,6.1,4.41,
1983,11,16,11.65,8.12,30.89,
1983,11,17,12.41,7.93,22.9,
1983,11,18,9.7,5.49,3.8,
1983,11,19,9.03,6.59,15.13,
1983,11,20,6.68,5.55,5.06,
1983,11,21,5.63,4.64,2.29,
1983,11,22,3.89,4.39,4.27,
1983,11,23,4.59,4.94,29.86,
1983,11,24,8.98,6.41,24.93,
1983,11,25,5.64,4.82,0.05,
1983,11,26,5.57,4.39,0.34,
1983,11,27,7.34,5.49,0.3,
1983,11,28,6.64,4.64,0.21,
1983,11,29,6.65,5.31,1.65,
1983,11,30,9.24,6.35,2.76,
1983,12,1,10.9,7.02,3.33,
1983,12,2,9.96,6.65,9.39,
1983,12,3,7.9,6.29,31.81,
1983,12,4,5.28,4.21,3.95,
1983,12,5,4.73,4.58,2.77,
1983,12,6,6.91,5.8,8.29,
1983,12,7,8.95,6.1,6.64,
1983,12,8,10.28,7.2,13.96,
1983,12,9,10.11,7.32,34.02,
1983,12,10,8.96,6.65,32.7,
1983,12,11,7.5,5.86,14.79,
1983,12,12,6.34,5.37,0.67,
1983,12,13,8.58,6.53,2.95,
1983,12,14,11.65,7.63,0.57,
1983,12,15,11.62,7.32,1.65,
1983,12,16,10.37,7.08,4.49,
1983,12,17,9.97,6.65,0.63,
1983,12,18,8.68,5.68,0.22,
1983,12,19,8.08,5.55,1.02,
1983,12,20,4.12,3.54,0.03,
1983,12,21,2.32,4.09,0.98,
1983,12,22,2.69,4.09,4.41,
1983,12,23,3.3,4.64,53.52,
1983,12,24,9,7.02,68.91,
1983,12,25,12.3,8.73,30.53,
1983,12,26,8.69,6.77,22.94,
1983,12,27,8.86,6.41,2.64,
1983,12,28,6.38,5,2.65,
1983,12,29,9.76,7.02,8.05,
1983,12,30,11.24,7.93,15.45,
1983,12,31,9.87,6.77,0.02,
1984,1,1,8.72,5.98,0.05,
1984,1,2,8.63,5.98,0.01,
1984,1,3,10.2,7.51,0.67,
1984,1,4,11.98,7.32,0.06,
1984,1,5,10.59,7.02,0.04,
1984,1,6,9.72,6.23,0.07,
1984,1,7,10.51,6.29,0.08,
1984,1,8,9.02,5.92,0.05,
1984,1,9,7.6,5.31,0.14,
1984,1,10,6.51,5.31,0.53,
1984,1,11,6.89,5.13,0,
1984,1,12,7.87,4.94,0,
1984,1,13,4.8,4.21,0.04,
1984,1,14,3.21,3.97,1.76,
1984,1,15,4.35,4.21,5.79,
1984,1,16,5.27,4.64,1.9,
1984,1,17,3.98,3.97,0.28,
1984,1,18,4.11,3.54,0.24,
1984,1,19,6.68,3.85,0.05,
1984,1,20,4.11,4.27,2.01,
1984,1,21,6.52,5.49,0.69,
1984,1,22,6.91,5.31,0.01,
1984,1,23,7.94,5.62,0,
1984,1,24,11.35,7.63,0,
1984,1,25,10.69,6.77,0,
1984,1,26,8.06,5.07,0,
1984,1,27,10.11,6.04,0,
1984,1,28,10.6,6.53,0,
1984,1,29,9.74,6.29,0,
1984,1,30,11.71,6.47,0,
1984,1,31,12.13,6.59,0,
1984,2,1,10.46,6.23,0,
1984,2,2,10.36,5.31,0,
1984,2,3,9.45,5.62,0,
1984,2,4,10.61,6.23,0,
1984,2,5,9.8,6.1,0,
1984,2,6,10.1,5.92,0,
1984,2,7,10.56,5.49,0,
1984,2,8,11.08,7.02,1.99,
1984,2,9,9.23,6.71,14.31,
1984,2,10,6.19,4.7,1.65,
1984,2,11,5.63,5,5.73,
1984,2,12,7.66,6.1,14,
1984,2,13,9.17,6.65,15.32,
1984,2,14,5.76,4.58,9.82,
1984,2,15,6.64,5.74,13.33,
1984,2,16,6.66,5,0.69,
1984,2,17,5.85,4.15,0,
1984,2,18,8.65,4.33,0.02,
1984,2,19,9.35,5.13,0.05,
1984,2,20,7.87,5.55,6.38,
1984,2,21,7.2,5.31,9.96,
1984,2,22,5.97,4.39,0,
1984,2,23,6.74,4.64,0.03,
1984,2,24,7.2,5.31,4.72,
1984,2,25,6.91,4.88,0.07,
1984,2,26,8.52,4.88,0.1,
1984,2,27,10.22,5.68,0.22,
1984,2,28,10.02,5.19,0.01,
1984,2,29,8.82,5.74,0.1,
1984,3,1,10.42,6.77,0.4,
1984,3,2,9.46,5.92,0.03,
1984,3,3,10.78,6.23,0,
1984,3,4,10.85,5.49,0,
1984,3,5,10.58,4.82,0,
1984,3,6,12.89,6.16,0,
1984,3,7,13.37,6.71,0,
1984,3,8,12.47,7.2,0,
1984,3,9,13.46,7.08,0,
1984,3,10,14.48,6.71,0,
1984,3,11,11.83,6.47,0.02,
1984,3,12,11.67,7.26,13.26,
1984,3,13,10.56,7.51,25.32,
1984,3,14,10.98,7.26,10.17,
1984,3,15,9.76,6.35,8.87,
1984,3,16,7.89,6.04,13.51,
1984,3,17,8.39,5,0.32,
1984,3,18,11.48,6.04,0,
1984,3,19,14.75,8,2.11,
1984,3,20,14.67,8.48,0.01,
1984,3,21,10.21,5.74,0,
1984,3,22,12.48,6.84,0,
1984,3,23,14.08,7.2,0,
1984,3,24,13.32,7.14,0,
1984,3,25,13.58,7.14,0,
1984,3,26,13.22,7.45,0.23,
1984,3,27,12.1,5.86,0,
1984,3,28,13.37,6.53,0,
1984,3,29,9.93,5.07,0.03,
1984,3,30,9.58,5.19,0.46,
1984,3,31,8.69,5.55,6.35,
1984,4,1,10.02,5.8,0.51,
1984,4,2,11.76,5.8,0,
1984,4,3,12.4,6.84,0.01,
1984,4,4,12.94,7.2,0.15,
1984,4,5,12.12,7.08,1.16,
1984,4,6,11.95,6.23,0.06,
1984,4,7,12.64,6.59,2.58,
1984,4,8,10.49,5.92,6.74,
1984,4,9,8.94,5.07,4.07,
1984,4,10,10.18,6.04,6.76,
1984,4,11,10.26,4.94,0,
1984,4,12,13.61,6.84,0,
1984,4,13,16.28,7.08,0,
1984,4,14,18.79,8.97,0,
1984,4,15,16.41,8.61,0.01,
1984,4,16,14.56,8.06,0.27,
1984,4,17,13.06,7.14,0.55,
1984,4,18,7.71,6.1,15.19,
1984,4,19,9.81,5.62,4.28,
1984,4,20,10.69,5.37,0,
1984,4,21,14.19,7.39,0,
1984,4,22,17.38,8.91,0,
1984,4,23,17.26,7.75,0,
1984,4,24,11.63,5.13,0,
1984,4,25,8.38,4.03,0.03,
1984,4,26,9.2,4.46,0.05,
1984,4,27,11.44,5.07,0,
1984,4,28,13.12,5.25,0,
1984,4,29,11.89,6.47,0.13,
1984,4,30,12.32,6.47,1.88,
1984,5,1,10.67,7.39,5.53,
1984,5,2,13.7,7.81,0.64,
1984,5,3,15.26,8.73,0.84,
1984,5,4,14.65,7.2,0.01,
1984,5,5,12.61,5.62,0,
1984,5,6,13.45,5.98,0,
1984,5,7,19.11,6.9,0,
1984,5,8,20.78,9.58,0,
1984,5,9,18.19,7.57,0,
1984,5,10,17.9,8.61,0.11,
1984,5,11,19.39,10.74,0.63,
1984,5,12,21.47,11.05,0,
1984,5,13,21.04,9.64,0.01,
1984,5,14,15.48,6.9,1.09,
1984,5,15,13.93,5.68,0.68,
1984,5,16,14.09,5.8,0,
1984,5,17,18.23,6.84,0,
1984,5,18,20.24,8.18,0,
1984,5,19,22.58,9.89,0,
1984,5,20,20.96,8.18,0,
1984,5,21,19.23,7.26,0,
1984,5,22,22.86,9.83,0,
1984,5,23,21.55,7.45,0,
1984,5,24,19.14,6.35,0,
1984,5,25,21.69,8.91,0,
1984,5,26,22.73,7.69,0,
1984,5,27,25.89,8.18,0,
1984,5,28,28.55,8.06,0,
1984,5,29,25.76,8.85,0,
1984,5,30,24.3,7.39,0,
1984,5,31,23.33,5.98,0,
1984,6,1,23.47,5.43,0,
1984,6,2,22.58,6.41,0,
1984,6,3,21.23,7.02,0.89,
1984,6,4,16.33,8.06,3.47,
1984,6,5,17.26,6.96,2.85,
1984,6,6,13.78,7.26,9.04,
1984,6,7,17.44,5.8,0.02,
1984,6,8,19.23,5,0,
1984,6,9,19.47,4.94,0.01,
1984,6,10,20.76,5.07,0.01,
1984,6,11,21.92,6.16,0,
1984,6,12,22.87,7.08,0,
1984,6,13,22.37,7.2,0.14,
1984,6,14,25.09,7.57,0.16,
1984,6,15,26.65,7.51,0.06,
1984,6,16,27.07,8.06,0.04,
1984,6,17,27.9,7.14,0.03,
1984,6,18,27.06,7.08,0,
1984,6,19,25.62,6.59,0.02,
1984,6,20,23.41,5.86,0,
1984,6,21,23.06,5.13,0,
1984,6,22,26.77,5.68,0,
1984,6,23,27,5.55,0,
1984,6,24,26.4,5.55,0,
1984,6,25,27.22,5.62,0,
1984,6,26,27.96,5.74,0,
1984,6,27,29.86,6.9,0,
1984,6,28,27.67,7.14,0,
1984,6,29,26.05,4.88,0,
1984,6,30,27.94,4.27,0,
1984,7,1,31.06,5.62,0,
1984,7,2,34.08,6.29,0,
1984,7,3,32.92,6.59,0,
1984,7,4,31.81,6.71,0,
1984,7,5,32.33,7.26,0.04,
1984,7,6,31.53,7.63,0,
1984,7,7,30.02,6.29,0,
1984,7,8,29.05,5.13,0,
1984,7,9,29.27,4.76,0,
1984,7,10,30.12,4.64,0,
1984,7,11,30.08,4.52,0,
1984,7,12,31.75,4.52,0,
1984,7,13,33.16,4.94,0,
1984,7,14,33.17,5.19,0,
1984,7,15,34.6,5.62,0.01,
1984,7,16,32.94,5.8,0.03,
1984,7,17,32.94,6.41,0.17,
1984,7,18,32.2,6.77,0,
1984,7,19,30.63,6.59,0,
1984,7,20,28.58,5.98,0,
1984,7,21,26.1,6.1,0,
1984,7,22,21.37,5.74,0.06,
1984,7,23,23.63,6.59,0.45,
1984,7,24,25.83,6.96,0,
1984,7,25,24.23,4.39,0,
1984,7,26,28.34,3.3,0,
1984,7,27,27.58,4.15,0,
1984,7,28,26.47,5.43,0,
1984,7,29,27.08,4.88,0,
1984,7,30,29.48,3.54,0,
1984,7,31,28.87,4.94,0,
1984,8,1,27.83,4.94,0,
1984,8,2,25.3,5.62,0,
1984,8,3,26.68,5.07,0,
1984,8,4,28.56,4.21,0,
1984,8,5,26.19,5.86,0,
1984,8,6,29.3,5.37,0,
1984,8,7,31.74,3.85,0,
1984,8,8,32.12,3.78,0,
1984,8,9,30.98,3.48,0,
1984,8,10,29.89,4.64,0,
1984,8,11,27.66,5.68,0,
1984,8,12,28.05,3.91,0,
1984,8,13,28.26,4.03,0,
1984,8,14,28.05,4.52,0.01,
1984,8,15,28.05,5.07,0,
1984,8,16,26.94,6.04,0,
1984,8,17,29.81,5.37,0,
1984,8,18,30.24,5.25,0,
1984,8,19,27.9,4.64,0,
1984,8,20,26.69,5.31,0,
1984,8,21,26.49,4.94,0,
1984,8,22,26.98,4.58,0,
1984,8,23,26.1,4.64,0,
1984,8,24,23.69,5.43,0,
1984,8,25,21.88,6.35,0.43,
1984,8,26,25.25,6.47,0.16,
1984,8,27,25.65,6.23,0,
1984,8,28,28.5,6.96,0.37,
1984,8,29,30.48,7.02,0.06,
1984,8,30,23.77,10.56,17.02,
1984,8,31,23.4,6.04,0,
1984,9,1,26.03,5.43,0,
1984,9,2,26.48,4.88,0,
1984,9,3,27.09,5.13,0,
1984,9,4,28.01,4.88,0,
1984,9,5,26.12,5.68,0.14,
1984,9,6,25.19,5.86,0.06,
1984,9,7,28.46,6.96,0,
1984,9,8,30.2,7.57,0,
1984,9,9,30.74,6.53,0,
1984,9,10,28.3,5.98,0,
1984,9,11,23.27,5.37,0,
1984,9,12,24.79,3.97,0,
1984,9,13,27.48,4.27,0,
1984,9,14,27.48,5.37,0,
1984,9,15,26.67,6.35,0,
1984,9,16,28.5,4.58,0,
1984,9,17,30.15,4.94,0.22,
1984,9,18,29.75,8.18,1.75,
1984,9,19,28.2,11.6,1.69,
1984,9,20,24.67,8.67,0.18,
1984,9,21,24.5,3.85,0,
1984,9,22,22.52,2.81,0,
1984,9,23,19.32,3.05,0,
1984,9,24,19.6,2.32,0,
1984,9,25,20.12,1.83,0,
1984,9,26,23.54,2.26,0,
1984,9,27,23.99,2.75,0,
1984,9,28,24.47,2.87,0,
1984,9,29,23.43,4.03,0,
1984,9,30,15.22,6.9,7.04,
1984,10,1,18.74,5.74,0,
1984,10,2,19.95,5.55,0,
1984,10,3,19.28,6.23,0.01,
1984,10,4,17.79,6.29,0.01,
1984,10,5,17.97,7.02,0,
1984,10,6,19.87,7.2,0,
1984,10,7,22.08,6.47,0,
1984,10,8,20.56,8.18,0,
1984,10,9,19.22,6.41,0.89,
1984,10,10,15.87,8.3,29.77,
1984,10,11,14.84,6.29,2.86,
1984,10,12,16.4,6.29,0.27,
1984,10,13,17.58,6.41,0.55,
1984,10,14,15.14,3.42,0,
1984,10,15,11.73,4.09,5,
1984,10,16,6.87,4.94,15.85,
1984,10,17,8.8,4.15,0.27,
1984,10,18,9.52,4.27,1.24,
1984,10,19,12.09,6.35,1.38,
1984,10,20,12.8,5.19,0.1,
1984,10,21,14.15,4.7,0.03,
1984,10,22,14.33,4.09,0.09,
1984,10,23,15.23,3.72,0,
1984,10,24,18.16,5.25,0,
1984,10,25,17.26,4.7,0,
1984,10,26,13.98,5.68,2,
1984,10,27,10.77,3.36,0.01,
1984,10,28,9.35,5.8,3.9,
1984,10,29,13.63,7.93,2.05,
1984,10,30,12.82,5.68,0.12,
1984,10,31,11.05,3.11,0,
1984,11,1,11.12,3.54,9.88,
1984,11,2,10.76,7.14,11.9,
1984,11,3,11.42,5.74,0.23,
1984,11,4,13.42,4.46,0,
1984,11,5,13.38,5,3.48,
1984,11,6,11.36,7.02,15.42,
1984,11,7,10.62,6.59,12.13,
1984,11,8,9.14,6.1,9.25,
1984,11,9,8.02,5.62,11.96,
1984,11,10,8.47,5.74,11.65,
1984,11,11,11.82,7.93,18.74,
1984,11,12,12.22,7.26,29.92,
1984,11,13,11.15,7.14,5.42,
1984,11,14,10.87,5.98,3.67,
1984,11,15,9.44,5.98,12.06,
1984,11,16,9.8,6.9,4.53,
1984,11,17,9.41,5.74,8.56,
1984,11,18,9.55,6.29,3.54,
1984,11,19,9.59,5.37,0.47,
1984,11,20,8.45,6.23,14.88,
1984,11,21,9.28,5.19,0.02,
1984,11,22,10.63,5.43,0,
1984,11,23,8.93,5.49,9.49,
1984,11,24,8.59,5.62,22.53,
1984,11,25,4.69,4.88,5,
1984,11,26,4.86,4.21,2.84,
1984,11,27,6.86,5.68,32.91,
1984,11,28,8.66,6.04,1.16,
1984,11,29,5.88,4.52,0.21,
1984,11,30,7.53,5.68,1.41,
1984,12,1,6.76,4.82,0.49,
1984,12,2,6.44,5.31,12.6,
1984,12,3,7.47,5.8,0.48,
1984,12,4,6.19,4.94,0.47,
1984,12,5,9.33,5.92,2.17,
1984,12,6,9.72,5.31,0,
1984,12,7,11.68,5.25,0.01,
1984,12,8,9.57,5.98,0.4,
1984,12,9,10.64,7.14,5.14,
1984,12,10,9.38,6.96,17.09,
1984,12,11,7.59,5.13,0.66,
1984,12,12,7.01,5.07,0.3,
1984,12,13,5.05,4.09,0.2,
1984,12,14,6.2,3.97,0.25,
1984,12,15,4.3,4.7,16.48,
1984,12,16,1.83,3.85,3.33,
1984,12,17,3.11,3.3,0.11,
1984,12,18,3.19,3.54,0.49,
1984,12,19,4.67,4.33,0.23,
1984,12,20,4.51,4.21,0,
1984,12,21,4.72,4.33,0,
1984,12,22,4.81,4.15,0,
1984,12,23,6.44,4.88,0,
1984,12,24,6.69,4.76,0.01,
1984,12,25,5.8,4.46,0.39,
1984,12,26,7.01,5.43,1.02,
1984,12,27,7.21,4.52,0,
1984,12,28,6.44,4.46,0.01,
1984,12,29,5.76,4.15,0,
1984,12,30,5.5,4.52,0.02,
1984,12,31,6.23,4.52,0,
1985,1,1,6.33,4.46,0,
1985,1,2,7.04,4.39,0.01,
1985,1,3,7.24,4.76,0,
1985,1,4,8.4,4.94,0,
